223.0,228.0,152,0.6666666666666666,0.6816143497757847,0.6740576496674057,91,0.3991228070175439,0.4080717488789238,0.4035476718403547,
223.0,222.0,146,0.6576576576576577,0.6547085201793722,0.656179775280899,88,0.3963963963963964,0.39461883408071746,0.3955056179775281,
223.0,216.0,143,0.6620370370370371,0.6412556053811659,0.6514806378132119,87,0.4027777777777778,0.3901345291479821,0.3963553530751709,
223.0,207.0,137,0.6618357487922706,0.6143497757847534,0.6372093023255814,83,0.40096618357487923,0.3721973094170404,0.38604651162790704,
223.0,205.0,136,0.6634146341463415,0.6098654708520179,0.6355140186915887,83,0.40487804878048783,0.3721973094170404,0.3878504672897196,
223.0,200.0,133,0.665,0.5964125560538116,0.6288416075650118,80,0.4,0.35874439461883406,0.37825059101654845,
223.0,194.0,132,0.6804123711340206,0.5919282511210763,0.6330935251798561,80,0.41237113402061853,0.35874439461883406,0.3836930455635491,
223.0,181.0,124,0.6850828729281768,0.5560538116591929,0.6138613861386139,76,0.4198895027624309,0.34080717488789236,0.37623762376237624,
223.0,176.0,123,0.6988636363636364,0.5515695067264574,0.6165413533834587,75,0.42613636363636365,0.336322869955157,0.3759398496240602,
223.0,172.0,121,0.7034883720930233,0.5426008968609866,0.6126582278481014,74,0.43023255813953487,0.33183856502242154,0.37468354430379747,
223.0,167.0,115,0.688622754491018,0.515695067264574,0.5897435897435896,72,0.4311377245508982,0.32286995515695066,0.36923076923076925,
223.0,168.0,115,0.6845238095238095,0.515695067264574,0.588235294117647,72,0.42857142857142855,0.32286995515695066,0.3682864450127877,
223.0,167.0,115,0.688622754491018,0.515695067264574,0.5897435897435896,72,0.4311377245508982,0.32286995515695066,0.36923076923076925,
